Sequence_ID,Binding_Score_Sum,Isolated_Id,Strain,Subtype,Collection_Date
A_Jilin-Nanguan_SWL1106_2020|EPI_ISL_485407|A_/_H1N1|2020-02-11,0,EPI_ISL_485407,A_Jilin-Nanguan_SWL1106_2020,A_/_H1N1,2020-02-11
A_Jilin-Nanguan_SWL1182_2023|EPI_ISL_18069074|A_/_H1N1|2023-02-20,2,EPI_ISL_18069074,A_Jilin-Nanguan_SWL1182_2023,A_/_H1N1,2023-02-20
A_Jilin-Nanguan_SWL1617_2018|EPI_ISL_337349|A_/_H1N1|2018-12-19,0,EPI_ISL_337349,A_Jilin-Nanguan_SWL1617_2018,A_/_H1N1,2018-12-19
A_Jilin-Nanguan_SWL181_2010|EPI_ISL_75089|A_/_H1N1|2010-01-25,0,EPI_ISL_75089,A_Jilin-Nanguan_SWL181_2010,A_/_H1N1,2010-01-25
A_Jilin-Ningjiang_SWL1297_2017|EPI_ISL_270663|A_/_H1N1|2017-04-13,0,EPI_ISL_270663,A_Jilin-Ningjiang_SWL1297_2017,A_/_H1N1,2017-04-13
A_Jilin-Taobei_SWL1320_2018|EPI_ISL_335041|A_/_H1N1|2018-04-11,0,EPI_ISL_335041,A_Jilin-Taobei_SWL1320_2018,A_/_H1N1,2018-04-11
A_Jilin-Tiexi_SWL1189_2015|EPI_ISL_178024|A_/_H1N1|2015-03-06,0,EPI_ISL_178024,A_Jilin-Tiexi_SWL1189_2015,A_/_H1N1,2015-03-06
A_Jilin-Tiexi_SWL1281_2019|EPI_ISL_402377|A_/_H1N1|2019-03-05,0,EPI_ISL_402377,A_Jilin-Tiexi_SWL1281_2019,A_/_H1N1,2019-03-05
A_Jilin-Tiexi_SWL1538_2018|EPI_ISL_337347|A_/_H1N1|2018-12-25,0,EPI_ISL_337347,A_Jilin-Tiexi_SWL1538_2018,A_/_H1N1,2018-12-25
A_KANAGAWA_AC1831_2019|EPI_ISL_367483|A_/_H1N1|2019-01-15,0,EPI_ISL_367483,A_KANAGAWA_AC1831_2019,A_/_H1N1,2019-01-15
A_KANAGAWA_IC1848_2019|EPI_ISL_367484|A_/_H1N1|2019-01-18,0,EPI_ISL_367484,A_KANAGAWA_IC1848_2019,A_/_H1N1,2019-01-18
A_Kowloon_INS3_639_2011|EPI_ISL_161927|A_/_H1N1|2011-02-07,0,EPI_ISL_161927,A_Kowloon_INS3_639_2011,A_/_H1N1,2011-02-07
A_Kowloon_INS3_688_2011|EPI_ISL_161965|A_/_H1N1|2011-02-08,0,EPI_ISL_161965,A_Kowloon_INS3_688_2011,A_/_H1N1,2011-02-08
A_Kowloon_INS3_689_2011|EPI_ISL_161966|A_/_H1N1|2011-01-28,0,EPI_ISL_161966,A_Kowloon_INS3_689_2011,A_/_H1N1,2011-01-28
A_Kowloon_INS3_690_2011|EPI_ISL_161922|A_/_H1|2011-03-10,0,EPI_ISL_161922,A_Kowloon_INS3_690_2011,A_/_H1,2011-03-10
A_Kowloon_INS3_691_2011|EPI_ISL_161967|A_/_H1N1|2011-01-26,0,EPI_ISL_161967,A_Kowloon_INS3_691_2011,A_/_H1N1,2011-01-26
A_Kowloon_INS3_692_2011|EPI_ISL_161968|A_/_H1N1|2011-03-07,0,EPI_ISL_161968,A_Kowloon_INS3_692_2011,A_/_H1N1,2011-03-07
A_Kowloon_INS3_693_2011|EPI_ISL_161969|A_/_H1N1|2011-02-16,0,EPI_ISL_161969,A_Kowloon_INS3_693_2011,A_/_H1N1,2011-02-16
A_Kowloon_INS531_2011|EPI_ISL_133051|A_/_H1N1|2011-02-15,0,EPI_ISL_133051,A_Kowloon_INS531_2011,A_/_H1N1,2011-02-15
A_Kowloon_INS625_2011|EPI_ISL_133049|A_/_H1N1|2011-01-27,0,EPI_ISL_133049,A_Kowloon_INS625_2011,A_/_H1N1,2011-01-27
A_Kowloon_INS629_2011|EPI_ISL_133130|A_/_H1N1|2011-02-24,0,EPI_ISL_133130,A_Kowloon_INS629_2011,A_/_H1N1,2011-02-24
A_Liaoning-Baita_SWL1292_2019|EPI_ISL_367219|A_/_H1N1|2019-04-08,0,EPI_ISL_367219,A_Liaoning-Baita_SWL1292_2019,A_/_H1N1,2019-04-08
A_Liaoning-Donggang_120_2010|EPI_ISL_83674|A_/_H1N1|2010-01-07,1,EPI_ISL_83674,A_Liaoning-Donggang_120_2010,A_/_H1N1,2010-01-07
A_Liaoning-Guta_SWL11351_2018|EPI_ISL_337337|A_/_H1N1|2018-12-20,0,EPI_ISL_337337,A_Liaoning-Guta_SWL11351_2018,A_/_H1N1,2018-12-20
A_Liaoning-Guta_SWL1351_2020|EPI_ISL_485453|A_/_H1N1|2020-03-11,0,EPI_ISL_485453,A_Liaoning-Guta_SWL1351_2020,A_/_H1N1,2020-03-11
A_Liaoning-Guta_SWL1401_2020|EPI_ISL_522421|A_/_H1N1|2020-03-18,0,EPI_ISL_522421,A_Liaoning-Guta_SWL1401_2020,A_/_H1N1,2020-03-18
A_Liaoning-Guta_SWL1429_2017|EPI_ISL_270732|A_/_H1N1|2017-03-01,0,EPI_ISL_270732,A_Liaoning-Guta_SWL1429_2017,A_/_H1N1,2017-03-01
A_Liaoning-Haicheng_SWL32_2018|EPI_ISL_297044|A_/_H1N1|2018-01-03,0,EPI_ISL_297044,A_Liaoning-Haicheng_SWL32_2018,A_/_H1N1,2018-01-03
A_Liaoning-Haizhou_SWL1150_2023|EPI_ISL_17465821|A_/_H1N1|2023-02-19,2,EPI_ISL_17465821,A_Liaoning-Haizhou_SWL1150_2023,A_/_H1N1,2023-02-19
A_Liaoning-Heping_SWL1139_2024|EPI_ISL_19674996|A_/_H1N1|2024-11-18,2,EPI_ISL_19674996,A_Liaoning-Heping_SWL1139_2024,A_/_H1N1,2024-11-18
A_Liaoning-Heping_SWL116_2010|EPI_ISL_74936|A_/_H1N1|2010-01-10,0,EPI_ISL_74936,A_Liaoning-Heping_SWL116_2010,A_/_H1N1,2010-01-10
A_Liaoning-Heping_SWL1297_2017|EPI_ISL_270640|A_/_H1N1|2017-04-21,0,EPI_ISL_270640,A_Liaoning-Heping_SWL1297_2017,A_/_H1N1,2017-04-21
A_Liaoning-Huanggu_SWL11171_2024|EPI_ISL_19599363|A_/_H1N1|2024-10-28,2,EPI_ISL_19599363,A_Liaoning-Huanggu_SWL11171_2024,A_/_H1N1,2024-10-28
A_Liaoning-Huanggu_SWL113_2020|EPI_ISL_485444|A_/_H1N1|2020-01-02,0,EPI_ISL_485444,A_Liaoning-Huanggu_SWL113_2020,A_/_H1N1,2020-01-02
A_Liaoning-Huanggu_SWL1356_2020|EPI_ISL_485410|A_/_H1N1|2020-03-03,0,EPI_ISL_485410,A_Liaoning-Huanggu_SWL1356_2020,A_/_H1N1,2020-03-03
A_Liaoning-Huanggu_SWL1402_2023|EPI_ISL_18068915|A_/_H1N1|2023-02-20,2,EPI_ISL_18068915,A_Liaoning-Huanggu_SWL1402_2023,A_/_H1N1,2023-02-20
A_Liaoning-Huanggu_SWL1421_2024|EPI_ISL_19291156|A_/_H1N1|2024-03-26,2,EPI_ISL_19291156,A_Liaoning-Huanggu_SWL1421_2024,A_/_H1N1,2024-03-26
A_Liaoning-Huanggu_SWL1549_2024|EPI_ISL_19291207|A_/_H1N1|2024-04-15,2,EPI_ISL_19291207,A_Liaoning-Huanggu_SWL1549_2024,A_/_H1N1,2024-04-15
A_Liaoning-Jinpuxin_SWL34_2018|EPI_ISL_335046|A_/_H1N1|2018-04-02,0,EPI_ISL_335046,A_Liaoning-Jinpuxin_SWL34_2018,A_/_H1N1,2018-04-02
A_Liaoning-Laobian_SWL1171_2020|EPI_ISL_485420|A_/_H1N1|2020-02-26,0,EPI_ISL_485420,A_Liaoning-Laobian_SWL1171_2020,A_/_H1N1,2020-02-26
A_Liaoning-Laobian_SWL1203_2020|EPI_ISL_485421|A_/_H1N1|2020-03-11,0,EPI_ISL_485421,A_Liaoning-Laobian_SWL1203_2020,A_/_H1N1,2020-03-11
A_Liaoning-Lianshan_SWL1262_2023|EPI_ISL_18068659|A_/_H1N1|2023-04-06,2,EPI_ISL_18068659,A_Liaoning-Lianshan_SWL1262_2023,A_/_H1N1,2023-04-06
A_Liaoning-Linghai_SWL34_2018|EPI_ISL_297049|A_/_H1N1|2018-01-04,0,EPI_ISL_297049,A_Liaoning-Linghai_SWL34_2018,A_/_H1N1,2018-01-04
A_Liaoning-Shenbeixin_SWL34_2023|EPI_ISL_18068985|A_/_H1N1|2023-03-02,2,EPI_ISL_18068985,A_Liaoning-Shenbeixin_SWL34_2023,A_/_H1N1,2023-03-02
A_Liaoning-Shuangta_SWL1128_2020|EPI_ISL_485487|A_/_H1N1|2020-02-17,0,EPI_ISL_485487,A_Liaoning-Shuangta_SWL1128_2020,A_/_H1N1,2020-02-17
A_Liaoning-Shuncheng_SWL115_2020|EPI_ISL_485445|A_/_H1N1|2020-01-07,0,EPI_ISL_485445,A_Liaoning-Shuncheng_SWL115_2020,A_/_H1N1,2020-01-07
A_Liaoning-Shuncheng_SWL1176_2023|EPI_ISL_18068986|A_/_H1N1|2023-02-21,0,EPI_ISL_18068986,A_Liaoning-Shuncheng_SWL1176_2023,A_/_H1N1,2023-02-21
A_Liaoning-Shuncheng_SWL1324_2024|EPI_ISL_19291269|A_/_H1N1|2024-05-14,2,EPI_ISL_19291269,A_Liaoning-Shuncheng_SWL1324_2024,A_/_H1N1,2024-05-14
A_Liaoning-Shuncheng_SWL1354_2024|EPI_ISL_19374011|A_/_H1N1|2024-05-28,2,EPI_ISL_19374011,A_Liaoning-Shuncheng_SWL1354_2024,A_/_H1N1,2024-05-28
A_Liaoning-Shuncheng_SWL1604_2024|EPI_ISL_19718755|A_/_H1N1|2024-11-26,2,EPI_ISL_19718755,A_Liaoning-Shuncheng_SWL1604_2024,A_/_H1N1,2024-11-26
A_Liaoning-Tiedong_SWL1758_2024|EPI_ISL_19674965|A_/_H1N1|2024-12-05,2,EPI_ISL_19674965,A_Liaoning-Tiedong_SWL1758_2024,A_/_H1N1,2024-12-05
A_Liaoning-Tiexi_129_2010|EPI_ISL_83675|A_/_H1N1|2010-02-11,4,EPI_ISL_83675,A_Liaoning-Tiexi_129_2010,A_/_H1N1,2010-02-11
A_Liaoning-Tiexi_130_2010|EPI_ISL_83676|A_/_H1N1|2010-02-11,2,EPI_ISL_83676,A_Liaoning-Tiexi_130_2010,A_/_H1N1,2010-02-11
A_Liaoning-Tiexi_SWL1274_2019|EPI_ISL_367221|A_/_H1N1|2019-04-02,0,EPI_ISL_367221,A_Liaoning-Tiexi_SWL1274_2019,A_/_H1N1,2019-04-02
A_Liaoning-Tiexi_SWL1276_2017|EPI_ISL_270661|A_/_H1N1|2017-04-12,0,EPI_ISL_270661,A_Liaoning-Tiexi_SWL1276_2017,A_/_H1N1,2017-04-12
A_Liaoning-Tiexi_SWL1283_2019|EPI_ISL_367241|A_/_H1N1|2019-04-10,2,EPI_ISL_367241,A_Liaoning-Tiexi_SWL1283_2019,A_/_H1N1,2019-04-10
A_Liaoning-Xigang_SWL11117_2016|EPI_ISL_253293|A_/_H1N1|2016-11-28,0,EPI_ISL_253293,A_Liaoning-Xigang_SWL11117_2016,A_/_H1N1,2016-11-28
A_Liaoning-Xigang_SWL11134_2019|EPI_ISL_410709|A_/_H1N1|2019-12-02,0,EPI_ISL_410709,A_Liaoning-Xigang_SWL11134_2019,A_/_H1N1,2019-12-02
A_Liaoning-Xishi_SWL1101_2020|EPI_ISL_485489|A_/_H1N1|2020-02-05,0,EPI_ISL_485489,A_Liaoning-Xishi_SWL1101_2020,A_/_H1N1,2020-02-05
A_Liaoning-Xishi_SWL1157_2024|EPI_ISL_19291133|A_/_H1N1|2024-03-13,2,EPI_ISL_19291133,A_Liaoning-Xishi_SWL1157_2024,A_/_H1N1,2024-03-13
A_Liaoning-Xishi_SWL1163_2024|EPI_ISL_19291135|A_/_H1N1|2024-03-13,2,EPI_ISL_19291135,A_Liaoning-Xishi_SWL1163_2024,A_/_H1N1,2024-03-13
A_Liaoning-Yinzhou_SWL1236_2023|EPI_ISL_18068608|A_/_H1N1|2023-03-21,2,EPI_ISL_18068608,A_Liaoning-Yinzhou_SWL1236_2023,A_/_H1N1,2023-03-21
A_Liaoning-Yuhong_SWL32_2023|EPI_ISL_18068895|A_/_H1N1|2023-03-06,2,EPI_ISL_18068895,A_Liaoning-Yuhong_SWL32_2023,A_/_H1N1,2023-03-06
A_Liaoning-Zhenxin_SWL1114_2017|EPI_ISL_270734|A_/_H1N1|2017-02-08,0,EPI_ISL_270734,A_Liaoning-Zhenxin_SWL1114_2017,A_/_H1N1,2017-02-08
A_Liaoning-Zhenxin_SWL1251_2023|EPI_ISL_18068734|A_/_H1N1|2023-03-27,2,EPI_ISL_18068734,A_Liaoning-Zhenxin_SWL1251_2023,A_/_H1N1,2023-03-27
A_Liaoning-Zhenxing_1109_2010|EPI_ISL_83677|A_/_H1N1|2010-02-08,2,EPI_ISL_83677,A_Liaoning-Zhenxing_1109_2010,A_/_H1N1,2010-02-08
A_Liaoning-Zhenxing_1686_2010|EPI_ISL_83678|A_/_H1N1|2010-08-18,1,EPI_ISL_83678,A_Liaoning-Zhenxing_1686_2010,A_/_H1N1,2010-08-18
A_LongYan_SWL1141_2011|EPI_ISL_177799|A_/_H1N1|2011-04-02,0,EPI_ISL_177799,A_LongYan_SWL1141_2011,A_/_H1N1,2011-04-02
A_LongYan_SWL1145_2011|EPI_ISL_177800|A_/_H1N1|2011-04-04,0,EPI_ISL_177800,A_LongYan_SWL1145_2011,A_/_H1N1,2011-04-04
A_LongYan_SWL1264_2013|EPI_ISL_177830|A_/_H1N1|2013-06-13,0,EPI_ISL_177830,A_LongYan_SWL1264_2013,A_/_H1N1,2013-06-13
A_LongYan_SWL1334_2013|EPI_ISL_177832|A_/_H1N1|2013-07-02,0,EPI_ISL_177832,A_LongYan_SWL1334_2013,A_/_H1N1,2013-07-02
A_LongYan_SWL1411_2013|EPI_ISL_177834|A_/_H1N1|2013-07-31,0,EPI_ISL_177834,A_LongYan_SWL1411_2013,A_/_H1N1,2013-07-31
A_LongYan_SWL1529_2013|EPI_ISL_177839|A_/_H1N1|2013-09-09,0,EPI_ISL_177839,A_LongYan_SWL1529_2013,A_/_H1N1,2013-09-09
A_LongYan_SWL1585_2013|EPI_ISL_177841|A_/_H1N1|2013-10-07,0,EPI_ISL_177841,A_LongYan_SWL1585_2013,A_/_H1N1,2013-10-07
A_LongYan_SWL1597_2013|EPI_ISL_177842|A_/_H1N1|2013-10-09,0,EPI_ISL_177842,A_LongYan_SWL1597_2013,A_/_H1N1,2013-10-09
A_LongYan_SWL1604_2013|EPI_ISL_177843|A_/_H1N1|2013-10-14,0,EPI_ISL_177843,A_LongYan_SWL1604_2013,A_/_H1N1,2013-10-14
A_LongYan_SWL1734_2013|EPI_ISL_177848|A_/_H1N1|2013-11-26,0,EPI_ISL_177848,A_LongYan_SWL1734_2013,A_/_H1N1,2013-11-26
A_LongYan_SWL1781_2013|EPI_ISL_177851|A_/_H1N1|2013-12-12,0,EPI_ISL_177851,A_LongYan_SWL1781_2013,A_/_H1N1,2013-12-12
A_LongYan_SWL2449_2014|EPI_ISL_177867|A_/_H1N1|2014-06-09,0,EPI_ISL_177867,A_LongYan_SWL2449_2014,A_/_H1N1,2014-06-09
A_LongYan_SWL2457_2014|EPI_ISL_177868|A_/_H1N1|2014-06-10,0,EPI_ISL_177868,A_LongYan_SWL2457_2014,A_/_H1N1,2014-06-10
A_LongYan_SWL280_2014|EPI_ISL_177859|A_/_H1N1|2014-02-10,0,EPI_ISL_177859,A_LongYan_SWL280_2014,A_/_H1N1,2014-02-10
A_LongYan_SWL311_2014|EPI_ISL_177856|A_/_H1N1|2014-01-09,0,EPI_ISL_177856,A_LongYan_SWL311_2014,A_/_H1N1,2014-01-09
A_LongYan_SWL33_2013|EPI_ISL_177807|A_/_H1N1|2013-01-24,0,EPI_ISL_177807,A_LongYan_SWL33_2013,A_/_H1N1,2013-01-24
A_LongYan_SWL35_2013|EPI_ISL_177808|A_/_H1N1|2013-01-24,0,EPI_ISL_177808,A_LongYan_SWL35_2013,A_/_H1N1,2013-01-24
A_LongYan_SWL37_2013|EPI_ISL_177806|A_/_H1N1|2013-01-24,0,EPI_ISL_177806,A_LongYan_SWL37_2013,A_/_H1N1,2013-01-24
A_LongYan_SWL38_2013|EPI_ISL_177809|A_/_H1N1|2013-01-24,0,EPI_ISL_177809,A_LongYan_SWL38_2013,A_/_H1N1,2013-01-24
A_Luoyang_IME-LY175111_2017|EPI_ISL_18388396|A_/_H1N1|2017-10-28,0,EPI_ISL_18388396,A_Luoyang_IME-LY175111_2017,A_/_H1N1,2017-10-28
A_Luoyang_IME-LY175117_2017|EPI_ISL_18388397|A_/_H1N1|2017-12-17,0,EPI_ISL_18388397,A_Luoyang_IME-LY175117_2017,A_/_H1N1,2017-12-17
A_Macao-_605334_2019|EPI_ISL_485536|A_/_H1N1|2019-07-08,0,EPI_ISL_485536,A_Macao-_605334_2019,A_/_H1N1,2019-07-08
A_Macao-_606098_2019|EPI_ISL_485535|A_/_H1N1|2019-08-09,2,EPI_ISL_485535,A_Macao-_606098_2019,A_/_H1N1,2019-08-09
A_Macao_600005_2020|EPI_ISL_485529|A_/_H1N1|2020-01-02,0,EPI_ISL_485529,A_Macao_600005_2020,A_/_H1N1,2020-01-02
A_Macao_600065_2019|EPI_ISL_367302|A_/_H1N1|2019-01-04,0,EPI_ISL_367302,A_Macao_600065_2019,A_/_H1N1,2019-01-04
A_Macao_600255_2020|EPI_ISL_485528|A_/_H1N1|2020-01-08,0,EPI_ISL_485528,A_Macao_600255_2020,A_/_H1N1,2020-01-08
A_Macao_600505_2020|EPI_ISL_485527|A_/_H1N1|2020-01-14,0,EPI_ISL_485527,A_Macao_600505_2020,A_/_H1N1,2020-01-14
A_Macao_600703_2019|EPI_ISL_367301|A_/_H1N1|2019-01-22,0,EPI_ISL_367301,A_Macao_600703_2019,A_/_H1N1,2019-01-22
A_Macao_600963_2020|EPI_ISL_485537|A_/_H1N1|2020-01-24,0,EPI_ISL_485537,A_Macao_600963_2020,A_/_H1N1,2020-01-24
A_Macao_602470_2018|EPI_ISL_367299|A_/_H1N1|2018-04-26,0,EPI_ISL_367299,A_Macao_602470_2018,A_/_H1N1,2018-04-26
A_Macao_603509_2018|EPI_ISL_367300|A_/_H1N1|2018-06-19,0,EPI_ISL_367300,A_Macao_603509_2018,A_/_H1N1,2018-06-19
A_Macao_604290_2018|EPI_ISL_367288|A_/_H1N1|2018-08-04,0,EPI_ISL_367288,A_Macao_604290_2018,A_/_H1N1,2018-08-04
A_Macao_604823_2018|EPI_ISL_367307|A_/_H1N1|2018-09-06,0,EPI_ISL_367307,A_Macao_604823_2018,A_/_H1N1,2018-09-06
A_Macao_605423_2018|EPI_ISL_367306|A_/_H1N1|2018-10-08,0,EPI_ISL_367306,A_Macao_605423_2018,A_/_H1N1,2018-10-08
A_Macao_606095_2018|EPI_ISL_367305|A_/_H1N1|2018-11-09,0,EPI_ISL_367305,A_Macao_606095_2018,A_/_H1N1,2018-11-09
A_Macao_606514_2019|EPI_ISL_367304|A_/_H1N1|2018-11-27,0,EPI_ISL_367304,A_Macao_606514_2019,A_/_H1N1,2018-11-27
A_Macao_607102_2019|EPI_ISL_485534|A_/_H1N1|2019-09-23,0,EPI_ISL_485534,A_Macao_607102_2019,A_/_H1N1,2019-09-23
A_Macao_607130_2018|EPI_ISL_367303|A_/_H1N1|2018-12-27,0,EPI_ISL_367303,A_Macao_607130_2018,A_/_H1N1,2018-12-27
A_Macao_607681_2019|EPI_ISL_485533|A_/_H1N1|2019-10-12,0,EPI_ISL_485533,A_Macao_607681_2019,A_/_H1N1,2019-10-12
A_Macao_609164_2019|EPI_ISL_485532|A_/_H1N1|2019-11-29,0,EPI_ISL_485532,A_Macao_609164_2019,A_/_H1N1,2019-11-29
A_Macao_609551_2019|EPI_ISL_485531|A_/_H1N1|2019-12-13,0,EPI_ISL_485531,A_Macao_609551_2019,A_/_H1N1,2019-12-13
A_Macao_609880_2019|EPI_ISL_485530|A_/_H1N1|2019-12-27,0,EPI_ISL_485530,A_Macao_609880_2019,A_/_H1N1,2019-12-27
A_Macao_610700_2016|EPI_ISL_278745|A_/_H1N1|2016-03-01,0,EPI_ISL_278745,A_Macao_610700_2016,A_/_H1N1,2016-03-01
A_Macao_610751_2016|EPI_ISL_278743|A_/_H1N1|2016-03-07,0,EPI_ISL_278743,A_Macao_610751_2016,A_/_H1N1,2016-03-07
A_Macao_610818_2016|EPI_ISL_278746|A_/_H1N1|2016-03-07,0,EPI_ISL_278746,A_Macao_610818_2016,A_/_H1N1,2016-03-07
A_Macao_611127_2016|EPI_ISL_278739|A_/_H1N1|2016-03-21,0,EPI_ISL_278739,A_Macao_611127_2016,A_/_H1N1,2016-03-21
A_Macao_611131_2016|EPI_ISL_278737|A_/_H1N1|2016-03-22,0,EPI_ISL_278737,A_Macao_611131_2016,A_/_H1N1,2016-03-22
A_Macao_611211_2016|EPI_ISL_278736|A_/_H1N1|2016-03-29,0,EPI_ISL_278736,A_Macao_611211_2016,A_/_H1N1,2016-03-29
A_Macao_611299_2016|EPI_ISL_278734|A_/_H1N1|2016-03-30,0,EPI_ISL_278734,A_Macao_611299_2016,A_/_H1N1,2016-03-30
A_Macao_611368_2016|EPI_ISL_278748|A_/_H1N1|2016-04-01,0,EPI_ISL_278748,A_Macao_611368_2016,A_/_H1N1,2016-04-01
A_Macao_611376_2016|EPI_ISL_278749|A_/_H1N1|2016-04-05,0,EPI_ISL_278749,A_Macao_611376_2016,A_/_H1N1,2016-04-05
A_Macao_611440_2016|EPI_ISL_278744|A_/_H1N1|2016-04-07,0,EPI_ISL_278744,A_Macao_611440_2016,A_/_H1N1,2016-04-07
A_Macao_611492_2016|EPI_ISL_278742|A_/_H1N1|2016-04-11,0,EPI_ISL_278742,A_Macao_611492_2016,A_/_H1N1,2016-04-11
A_Macao_611559_2016|EPI_ISL_278741|A_/_H1N1|2016-04-13,0,EPI_ISL_278741,A_Macao_611559_2016,A_/_H1N1,2016-04-13
A_Macao_611786_2016|EPI_ISL_278740|A_/_H1N1|2016-04-25,0,EPI_ISL_278740,A_Macao_611786_2016,A_/_H1N1,2016-04-25
A_Macao_612016_2016|EPI_ISL_278738|A_/_H1N1|2016-05-09,0,EPI_ISL_278738,A_Macao_612016_2016,A_/_H1N1,2016-05-09
A_Macao_612834_2016|EPI_ISL_278735|A_/_H1N1|2016-06-29,0,EPI_ISL_278735,A_Macao_612834_2016,A_/_H1N1,2016-06-29
A_Macao_613501_2016|EPI_ISL_278747|A_/_H1N1|2016-09-05,0,EPI_ISL_278747,A_Macao_613501_2016,A_/_H1N1,2016-09-05
A_Macao_SWL600014_2018|EPI_ISL_335062|A_/_H1N1|2018-01-02,0,EPI_ISL_335062,A_Macao_SWL600014_2018,A_/_H1N1,2018-01-02
A_Macao_SWL600131_2018|EPI_ISL_335065|A_/_H1N1|2018-01-05,0,EPI_ISL_335065,A_Macao_SWL600131_2018,A_/_H1N1,2018-01-05
A_Macao_SWL600808_2018|EPI_ISL_335068|A_/_H1N1|2018-01-25,0,EPI_ISL_335068,A_Macao_SWL600808_2018,A_/_H1N1,2018-01-25
A_Macao_SWL601289_2018|EPI_ISL_335070|A_/_H1N1|2018-02-13,0,EPI_ISL_335070,A_Macao_SWL601289_2018,A_/_H1N1,2018-02-13
A_Macao_SWL603049_2017|EPI_ISL_335054|A_/_H1N1|2017-07-17,0,EPI_ISL_335054,A_Macao_SWL603049_2017,A_/_H1N1,2017-07-17
A_Macao_SWL603468_2017|EPI_ISL_335056|A_/_H1N1|2017-07-27,0,EPI_ISL_335056,A_Macao_SWL603468_2017,A_/_H1N1,2017-07-27
A_Macao_SWL603937_2017|EPI_ISL_335057|A_/_H1N1|2017-08-21,0,EPI_ISL_335057,A_Macao_SWL603937_2017,A_/_H1N1,2017-08-21
A_Macao_SWL604424_2017|EPI_ISL_335059|A_/_H1N1|2017-09-26,0,EPI_ISL_335059,A_Macao_SWL604424_2017,A_/_H1N1,2017-09-26
A_Macau_1005631_2023|EPI_ISL_18485100|A_/_H1N1|2023-05-12,2,EPI_ISL_18485100,A_Macau_1005631_2023,A_/_H1N1,2023-05-12
A_Macau_9900167_2023|EPI_ISL_18485112|A_/_H1N1|2023-03-09,2,EPI_ISL_18485112,A_Macau_9900167_2023,A_/_H1N1,2023-03-09
A_Macau_9900553_2023|EPI_ISL_18485113|A_/_H1N1|2023-04-17,2,EPI_ISL_18485113,A_Macau_9900553_2023,A_/_H1N1,2023-04-17
A_Mallard_Hubei_chenhu_VI102_2015_H1N8|Unknown_ID|Unknown_Subtype|Unknown_Date,0,Unknown_ID,A_Mallard_Hubei_chenhu_VI102_2015_H1N8,Unknown_Subtype,Unknown_Date
A_Mallard_Hubei_chenhu_VI89_2015|EPI_ISL_302764|A_/_H1N1|2015-02-05,0,EPI_ISL_302764,A_Mallard_Hubei_chenhu_VI89_2015,A_/_H1N1,2015-02-05
A_Michigan_45_2015|EPI_ISL_344425|A_/_H1N1|2015-09-07,0,EPI_ISL_344425,A_Michigan_45_2015,A_/_H1N1,2015-09-07
A_NEP_SWL0534_2018|EPI_ISL_334687|A_/_H1N1|2018-02-23,0,EPI_ISL_334687,A_NEP_SWL0534_2018,A_/_H1N1,2018-02-23
A_NEP_SWL0823_2018|EPI_ISL_334752|A_/_H1N1|2018-03-27,0,EPI_ISL_334752,A_NEP_SWL0823_2018,A_/_H1N1,2018-03-27
A_NEP_SWL1115_2018|EPI_ISL_334753|A_/_H1N1|2018-05-27,0,EPI_ISL_334753,A_NEP_SWL1115_2018,A_/_H1N1,2018-05-27
A_NEP_SWL2840_2017|EPI_ISL_334688|A_/_H1N1|2017-10-09,0,EPI_ISL_334688,A_NEP_SWL2840_2017,A_/_H1N1,2017-10-09
A_NanChang_08_2010|EPI_ISL_180668|A_/_H1N1|2010-08-08,0,EPI_ISL_180668,A_NanChang_08_2010,A_/_H1N1,2010-08-08
A_NanPing_SWL1109_2011|EPI_ISL_177795|A_/_H1N1|2011-02-22,0,EPI_ISL_177795,A_NanPing_SWL1109_2011,A_/_H1N1,2011-02-22
A_NanPing_SWL1124_2014|EPI_ISL_177858|A_/_H1N1|2014-02-08,0,EPI_ISL_177858,A_NanPing_SWL1124_2014,A_/_H1N1,2014-02-08
A_NanPing_SWL1132_2011|EPI_ISL_177796|A_/_H1N1|2011-03-02,0,EPI_ISL_177796,A_NanPing_SWL1132_2011,A_/_H1N1,2011-03-02
A_NanPing_SWL1151_2013|EPI_ISL_177816|A_/_H1N1|2013-03-26,0,EPI_ISL_177816,A_NanPing_SWL1151_2013,A_/_H1N1,2013-03-26
A_NanPing_SWL1223_2014|EPI_ISL_177863|A_/_H1N1|2014-03-11,0,EPI_ISL_177863,A_NanPing_SWL1223_2014,A_/_H1N1,2014-03-11
A_NanPing_SWL1402_2013|EPI_ISL_177829|A_/_H1N1|2013-06-06,2,EPI_ISL_177829,A_NanPing_SWL1402_2013,A_/_H1N1,2013-06-06
A_NanPing_SWL151_2011|EPI_ISL_177790|A_/_H1N1|2011-01-21,0,EPI_ISL_177790,A_NanPing_SWL151_2011,A_/_H1N1,2011-01-21
A_NanPing_SWL1538_2010|EPI_ISL_177785|A_/_H1N1|2010-11-25,0,EPI_ISL_177785,A_NanPing_SWL1538_2010,A_/_H1N1,2010-11-25
A_NanPing_SWL1569_2010|EPI_ISL_177788|A_/_H1N1|2010-12-24,0,EPI_ISL_177788,A_NanPing_SWL1569_2010,A_/_H1N1,2010-12-24
